SEX,EDUCATION,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,Default 
1,2,49,-1,-1,-2,-2,-2,-2,0
0,4,23,0,0,0,0,0,2,0
0,2,25,0,0,0,0,0,-2,0
0,4,47,-2,-2,-2,-2,-2,-2,0
1,2,56,0,0,0,0,0,0,0
0,2,44,-1,-1,-1,-1,-1,-2,0
0,2,49,0,0,0,0,0,0,0
1,4,41,0,0,0,0,0,0,0
0,3,40,-1,-1,-1,-1,-1,0,0
1,4,31,0,0,0,0,0,0,0
1,4,42,0,0,0,0,0,0,0
0,2,28,0,0,0,0,-2,-2,0
0,4,32,0,0,0,0,0,0,0
1,4,28,0,0,0,0,0,0,0
0,4,31,0,0,2,0,0,0,0
1,2,39,1,-1,-1,-2,-2,-2,0
1,2,31,2,0,0,-2,-2,-2,1
0,4,24,0,0,0,0,0,0,0
0,4,44,2,2,2,2,2,2,1
0,4,46,8,7,6,5,4,3,0
1,3,32,-2,-2,-2,-2,-2,-2,0
0,4,26,0,0,-1,-1,-1,-1,0
0,3,22,0,0,0,0,0,0,0
0,3,42,1,-2,-2,-1,-1,-2,1
1,4,33,0,0,0,0,0,0,0
1,4,39,-2,-2,-2,-2,-2,-2,1
0,2,27,0,0,0,0,-1,-1,0
0,3,28,0,0,0,0,0,0,1
0,3,23,0,0,0,0,0,-1,0
0,4,28,-1,2,-1,-1,0,-1,0
0,3,33,-2,-2,-2,-2,-2,-2,0
1,4,40,0,0,0,-1,-1,-1,1
0,3,37,-1,-1,-1,-2,-2,-1,0
1,3,22,0,0,0,0,0,-1,0
0,4,32,0,0,0,2,2,2,0
0,2,43,0,0,0,0,0,0,0
0,2,27,0,0,0,0,0,2,0
0,4,35,0,0,0,0,0,0,0
0,2,35,1,2,2,2,2,2,0
0,3,30,2,2,2,0,0,0,1
0,4,34,2,-1,2,2,2,2,0
1,4,34,0,0,0,0,0,0,1
0,3,28,2,0,0,0,0,0,1
1,4,25,2,2,7,7,7,6,1
0,3,41,0,0,0,0,0,0,0
1,2,42,2,2,2,2,2,2,1
1,4,40,2,2,2,2,2,2,1
1,3,28,0,0,0,0,0,0,0
0,4,31,-1,-1,-1,-1,0,-1,0
0,3,56,-1,0,0,-2,-2,-2,0
0,4,45,0,0,0,0,0,0,0
0,3,29,-2,-2,-2,-2,-2,-2,0
0,3,35,0,0,0,0,-2,-2,0
0,4,28,0,0,0,0,0,0,0
1,3,40,0,0,0,0,0,0,0
1,3,47,-1,-1,-1,0,-1,-1,0
0,2,41,-1,-1,-1,0,0,0,1
0,4,27,0,0,0,0,0,0,0
1,3,40,0,0,0,0,0,0,0
1,4,32,0,0,0,0,0,0,0
1,4,35,0,0,0,-1,-1,-1,0
1,4,27,-1,2,2,-2,-2,-2,0
0,4,29,2,0,0,0,0,0,1
1,3,30,0,0,2,0,0,2,0
1,4,37,-2,-2,-2,-2,-2,-2,0
0,3,29,-2,-2,-2,-2,-2,-2,0
0,3,34,0,0,0,-1,0,0,0
0,4,34,-1,2,2,-2,-2,-2,0
1,3,41,-2,-2,-2,-2,-1,0,0
0,3,31,0,0,0,0,2,-1,0
0,4,40,-2,-2,-2,-2,-1,-1,0
0,3,27,-1,-1,-1,-1,-1,-1,0
0,2,22,0,0,0,0,-2,-2,1
0,4,30,1,3,2,0,0,0,1
0,4,22,1,2,4,3,2,2,0
1,3,26,-1,0,0,0,0,0,1
1,4,38,1,2,0,0,0,0,0
0,2,46,1,2,2,2,2,2,0
1,4,24,0,0,-1,2,0,0,0
1,4,49,0,0,0,0,0,0,0
1,3,49,0,0,0,0,0,0,0
0,4,42,0,0,0,0,0,0,0
0,3,30,1,2,-1,0,-1,-1,0
1,4,42,1,-1,-1,-2,-2,-1,0
0,3,31,-2,-2,-2,-2,-2,-2,0
0,4,49,0,0,0,0,0,0,0
0,4,27,0,0,0,0,0,0,0
0,4,33,0,0,0,0,0,0,1
0,3,35,1,-2,-2,-2,-2,-2,0
0,4,48,0,0,0,0,0,0,0
0,4,22,0,0,2,0,0,0,0
1,4,22,0,0,0,0,0,0,1
0,3,27,1,-1,-1,-1,-1,-1,0
1,3,47,-1,-1,-1,-1,-1,-1,0
0,4,34,0,0,0,2,2,2,0
1,4,45,0,0,0,2,0,0,1
0,4,39,-1,-1,-1,0,-1,-1,0
1,4,33,-2,-2,-2,-2,-2,-2,0
0,4,29,0,0,0,0,-1,-1,0
1,3,29,-1,2,-1,-1,2,2,1
0,2,26,0,0,0,0,0,0,0
1,4,38,0,0,0,0,0,0,0
1,3,34,1,2,-1,-1,-2,-2,0
0,3,37,-1,-1,-1,-1,-1,-1,0
1,4,57,0,0,0,0,0,0,0
0,2,50,-2,-2,-1,0,0,0,0
0,2,28,0,0,0,0,0,0,0
0,3,31,0,0,0,0,0,0,0
0,3,25,0,0,0,0,0,0,0
0,4,25,2,0,0,2,0,0,1
0,4,33,0,0,0,0,0,0,0
0,3,30,-1,-1,-1,-1,-2,-2,0
0,3,51,0,0,0,0,0,0,0
1,3,51,0,0,0,2,0,0,0
0,4,46,-2,-2,-2,-2,-2,-2,0
1,2,38,0,0,0,0,0,0,0
0,4,34,0,0,0,0,0,0,0
0,2,34,0,0,0,0,0,0,1
0,3,31,2,-1,-1,-1,-1,-1,1
0,4,25,8,7,6,5,4,3,1
0,4,26,1,-2,-1,0,0,0,0
0,3,25,2,0,0,0,0,-1,0
1,4,26,0,0,0,0,0,0,1
0,4,43,-1,0,0,0,0,0,0
0,4,36,-1,0,0,-1,-1,-1,0
1,4,58,0,0,0,0,0,0,0
0,4,26,0,0,-1,-1,0,0,0
0,4,30,2,0,-1,-1,-1,-1,1
0,4,31,0,0,0,0,-1,-1,0
0,4,24,0,0,0,0,0,0,0
0,4,52,1,2,0,0,0,2,1
0,4,24,-1,-1,-2,-1,-1,-2,0
0,4,35,-1,-1,-1,-1,-1,0,0
0,2,29,-1,2,-1,-1,-1,-2,0
0,4,33,0,0,0,0,0,0,0
0,3,35,-1,0,0,0,0,-1,0
0,4,35,0,0,0,0,0,0,0
0,3,28,-1,-1,-1,0,0,0,0
1,4,40,-1,-1,-2,-2,-2,-2,0
0,3,35,-2,-2,-2,-2,-2,-2,0
0,4,53,-1,-1,-1,-1,-1,-1,0
1,3,44,-1,-1,-1,-1,-1,-1,0
1,4,33,0,0,0,0,0,0,0
0,4,32,0,0,0,0,0,0,0
0,3,33,-1,2,-1,-1,-1,-2,0
0,3,26,1,2,0,0,0,0,0
1,3,26,-2,-2,-2,-2,-1,-1,0
1,4,26,-1,-1,-1,-1,-2,-1,0
0,3,32,2,0,0,-1,0,-1,1
0,4,31,1,-2,-1,-1,-1,2,0
1,3,29,0,0,2,2,2,0,0
1,4,27,-1,-1,2,-1,-1,-1,0
0,3,28,2,2,2,2,2,2,1
0,3,42,1,-2,-1,-1,-2,-2,1
0,4,32,0,0,0,0,2,0,1
0,3,26,1,-2,-2,-2,-2,-2,0
0,3,38,-1,-1,-1,-1,-1,-1,0
0,3,35,-1,-1,-1,-1,0,0,0
1,4,29,0,0,0,0,0,0,0
0,4,29,-1,0,0,0,-2,-2,0
0,4,51,1,2,2,0,0,0,0
1,3,27,1,-1,-1,-1,-2,-1,0
1,3,32,-1,-1,-1,-2,-2,-2,0
0,2,40,1,-2,-2,-2,-2,-2,0
0,3,34,0,0,0,0,0,0,0
0,4,30,0,0,0,0,0,0,0
0,3,29,-2,-2,-2,-2,-2,-2,0
0,3,22,0,0,0,-1,-1,-2,0
0,3,48,2,2,2,2,2,0,0
0,4,35,0,0,0,0,0,0,0
1,3,37,-1,-1,-1,-1,-2,-1,0
1,4,25,4,3,2,0,0,0,1
0,2,44,-1,-1,-1,-1,0,0,0
0,3,28,-1,-1,-1,-2,-2,-2,0
1,4,29,0,0,0,-2,-2,-2,0
0,3,36,0,0,0,0,-2,-1,0
0,4,23,1,-1,2,-1,-1,-1,0
0,2,36,0,0,2,2,2,2,1
0,3,26,0,0,0,0,0,2,0
0,4,37,0,0,0,0,0,0,0
0,3,44,0,0,2,0,0,0,0
0,3,39,0,0,0,0,-2,-1,0
0,3,24,1,-2,-2,-2,-1,-1,0
0,2,29,-1,0,0,0,0,-1,0
1,2,33,1,2,2,2,2,2,1
0,4,39,0,0,2,0,0,0,0
1,2,51,2,2,0,0,0,0,1
0,2,24,-1,-1,-1,-1,-1,2,0
0,4,45,-1,-1,-1,-1,-1,-1,0
1,3,30,0,-1,0,0,0,0,0
0,2,51,-1,-1,-1,-1,0,-1,0
0,4,24,1,2,0,0,0,0,1
1,4,50,-1,0,0,2,0,0,0
0,3,22,0,0,0,0,0,0,0
1,3,27,0,0,0,0,0,0,1
0,4,33,1,-1,-1,-1,-2,-2,0
0,4,24,1,2,0,0,0,2,0
1,4,37,0,0,0,0,2,2,0
0,4,58,-1,-1,-1,-1,-2,-1,0
0,4,48,0,-1,-1,0,0,0,0
1,3,28,-1,0,0,-1,0,0,0
0,2,24,8,7,6,5,4,3,0
0,4,27,0,0,0,0,-1,0,1
0,2,30,-1,-1,-1,0,0,0,0
0,3,23,0,0,0,0,0,-2,0
0,2,53,-1,-1,-1,-1,-1,-1,1
0,4,23,2,2,2,2,2,2,0
0,4,55,0,0,0,0,0,0,0
1,4,34,0,0,0,0,0,0,0
1,3,43,1,-2,-2,-2,-2,-2,1
0,4,22,1,2,0,0,0,0,0
0,4,31,0,0,0,0,0,0,0
0,4,32,-2,-2,-2,-2,-2,-2,0
0,4,33,1,-2,-2,-2,-2,-1,1
1,2,39,0,0,0,0,0,0,0
0,3,38,-1,-1,-1,-1,-1,0,0
0,4,34,-2,-2,-2,-2,-2,-2,0
1,4,42,2,0,0,2,0,0,1
1,2,37,4,4,4,3,2,0,1
0,2,57,-1,2,-1,0,0,0,0
0,4,23,0,0,0,2,2,6,0
1,4,32,1,2,2,0,0,0,0
1,3,37,0,0,-2,-2,-2,-2,0
0,4,23,0,0,0,0,0,0,0
0,2,49,0,0,0,0,0,0,0
0,4,25,-2,-2,-2,-2,-2,-2,0
0,3,29,0,0,2,2,2,2,1
0,2,43,2,2,2,2,2,2,1
1,4,29,0,0,0,0,0,0,0
0,4,27,0,0,0,0,0,0,0
1,3,26,-2,-2,-2,-2,-2,-2,0
1,3,41,-2,-2,-1,0,0,0,0
0,2,52,2,2,7,7,7,7,1
0,4,31,0,0,0,0,0,0,0
1,3,32,0,0,0,0,0,0,0
0,4,46,0,0,0,0,0,0,0
0,4,35,0,0,0,-2,-2,-2,0
1,3,35,0,0,-2,-2,-2,-2,0
0,4,39,0,0,0,0,0,0,0
0,4,34,0,0,0,0,0,0,0
0,4,52,0,0,0,0,0,0,0
0,2,40,0,0,0,0,0,0,0
0,2,38,-2,-2,-2,-2,-2,-2,0
1,3,45,-1,-1,-1,-1,-1,-1,0
0,2,40,-1,-1,-1,-1,-1,-1,0
0,4,25,0,0,0,0,0,2,0
1,3,33,0,0,0,0,0,0,0
0,4,27,-1,-1,-1,-1,-1,-1,0
0,4,43,0,0,0,-1,0,0,0
0,4,43,2,0,0,0,0,2,0
1,3,30,-1,-1,-1,0,0,0,0
0,4,49,1,-2,-2,-2,-2,-2,1
0,3,38,0,0,0,0,0,0,0
1,2,57,0,0,0,0,0,0,0
1,2,55,0,0,0,0,0,0,1
0,4,23,0,0,0,0,0,0,0
1,3,30,-2,-2,-2,-2,-2,-2,0
0,4,30,-1,-1,-1,-1,-1,-1,0
0,4,24,0,0,0,0,0,2,0
1,4,28,0,0,0,0,0,0,0
0,2,34,-1,-1,-1,-1,-1,-1,0
1,4,37,1,1,1,2,0,0,0
0,4,32,0,0,0,0,0,-2,0
1,3,27,0,0,0,0,0,0,0
0,4,37,-1,-1,-2,-2,-2,-2,1
1,3,31,-2,-2,-2,-2,-2,-2,0
1,3,55,1,2,2,2,3,2,1
0,3,28,2,2,2,2,2,2,1
0,2,51,0,0,0,0,2,0,1
1,3,36,-1,-1,0,-1,-1,-1,0
1,3,30,-2,-1,-1,-2,-2,-2,0
0,3,36,-1,-1,-2,-1,0,0,0
1,4,25,0,0,0,0,0,0,0
1,2,50,0,0,-2,-2,-2,-2,0
0,4,40,2,0,0,0,2,2,0
0,4,27,-1,-1,2,0,-1,2,0
1,3,30,2,2,2,-1,2,2,1
0,4,26,0,0,0,0,0,0,0
1,3,27,0,0,0,0,0,0,0
0,3,27,0,-1,0,-1,-1,-1,0
0,3,25,2,2,2,2,0,0,0
1,3,32,-1,0,0,0,0,0,0
0,2,46,0,0,0,0,0,0,0
1,2,45,0,0,2,0,0,0,0
1,2,30,0,0,0,0,0,0,0
1,3,39,-2,-2,-2,-2,-2,-2,0
1,3,48,0,0,0,0,0,0,0
1,3,32,1,-2,-2,-2,-2,-2,1
1,3,46,0,0,0,0,0,0,0
0,3,23,0,0,0,0,0,0,0
0,3,33,1,-2,-2,-2,-1,-1,0
0,3,24,0,0,0,2,0,0,0
1,3,40,0,0,0,0,0,0,0
0,3,24,-1,-1,2,-1,0,-1,0
0,4,24,0,0,0,0,0,0,0
1,3,27,-2,-1,2,2,-2,-2,1
1,4,46,0,0,0,0,0,0,0
0,4,22,0,0,0,0,0,0,0
0,3,36,-2,-2,-2,-2,-2,-2,0
1,3,34,-2,-2,-2,-2,-2,-2,0
0,4,24,0,0,0,0,0,0,0
1,3,60,-1,-1,-1,-1,0,-1,1
0,4,29,2,2,-1,-1,-1,-1,1
1,4,32,2,0,0,2,2,2,1
0,4,36,0,0,0,0,0,0,0
1,4,30,0,0,0,0,-2,-2,0
0,4,29,0,0,0,0,0,0,0
1,3,34,1,2,-1,-1,0,-1,0
0,4,32,1,2,2,2,0,0,1
0,4,32,-1,-1,-1,-1,-1,-1,0
0,3,25,0,0,0,0,0,2,0
1,4,44,-1,-1,-1,-1,-1,-1,0
0,3,37,-1,-1,-1,-1,0,-1,0
0,4,24,2,2,5,5,4,3,1
0,4,23,-2,-2,-2,-2,-2,-2,0
0,3,29,0,0,-1,-1,-1,-1,0
0,4,37,0,0,0,0,0,0,0
1,4,59,0,0,0,0,0,0,0
1,4,33,0,0,0,0,0,0,0
0,2,51,-1,2,-1,-1,-1,-1,0
1,3,27,-1,0,0,0,0,-2,1
0,4,32,0,0,0,0,0,0,0
0,2,42,-2,-1,-1,0,0,0,0
1,4,39,-1,-1,-1,-1,-1,0,0
0,4,46,-1,-1,-1,-1,-1,0,0
1,3,41,0,-1,0,0,2,2,0
0,4,30,0,0,0,0,0,0,0
0,3,34,-1,0,0,-1,0,-1,1
1,3,35,-1,-1,-1,0,0,0,0
1,3,41,-1,-1,-1,0,-1,-1,1
1,3,43,1,2,2,-2,-2,-2,1
1,4,47,-1,-1,-1,-1,0,-1,0
1,4,31,0,0,0,0,0,0,0
1,4,30,-1,0,0,0,0,0,0
1,4,24,0,0,-1,-1,0,0,0
1,3,36,0,0,0,0,0,0,0
1,3,28,1,-2,-1,-1,-1,-2,0
0,3,36,-1,-1,0,-1,-1,-1,0
0,4,27,0,0,0,-1,0,0,0
0,4,32,0,0,0,0,-1,-1,0
1,3,42,-1,0,0,-1,0,0,1
0,4,33,0,0,0,0,0,0,0
0,2,39,2,2,2,2,2,0,1
0,3,30,-2,-2,-2,-2,-2,-2,0
1,4,30,0,0,0,0,0,0,1
0,4,22,0,0,0,0,0,0,0
1,4,25,1,2,2,0,0,0,1
1,3,28,-1,-1,-1,-1,-1,-1,0
1,4,26,0,0,0,0,0,0,1
0,2,54,-1,0,0,0,2,0,0
0,3,24,0,0,0,0,0,0,0
1,4,29,8,7,6,5,4,3,0
1,3,36,-2,-2,-2,-2,-2,-2,1
1,2,49,0,0,0,0,0,0,0
0,3,23,-2,-2,-2,-2,-2,-2,0
1,2,43,1,-1,-1,-2,-1,-1,1
0,4,33,-2,-2,-2,-1,-1,0,0
1,2,53,-2,-2,-2,-2,-2,-2,0
0,4,25,2,2,2,2,2,2,0
1,2,54,1,2,2,0,0,0,0
0,2,39,0,0,2,-1,0,0,0
0,3,44,-1,2,2,-1,-1,-2,1
0,4,27,0,0,0,0,0,0,0
0,3,25,0,0,0,0,0,-2,1
0,3,29,1,-2,-2,-2,-2,-2,1
1,3,39,-2,-2,-2,-2,-2,-2,0
1,3,45,0,0,0,0,2,2,0
1,3,38,1,-2,-2,-2,-2,-2,1
0,4,23,-1,-1,-1,0,-1,-1,1
1,4,25,2,2,0,0,0,0,0
1,4,29,0,0,0,0,-1,-1,0
0,4,28,0,0,0,0,0,0,0
0,4,40,-1,-1,-1,-1,-1,-1,0
1,3,36,1,-2,-2,-2,-2,-2,1
0,2,30,-2,-2,-2,-2,-2,-2,1
1,3,29,-1,-1,-1,-1,-1,-1,0
0,4,36,-1,-1,-1,-2,-2,-1,0
0,4,37,0,0,0,0,0,0,0
1,4,34,0,0,4,3,2,0,0
0,3,27,0,0,-2,-2,-2,-2,0
1,3,31,0,0,0,0,0,2,0
0,3,31,-1,-1,2,2,-2,-2,0
1,3,38,-1,0,-1,-1,-1,-1,0
1,4,36,0,0,0,0,0,0,0
1,3,46,0,0,0,0,-2,-2,0
0,3,36,0,0,0,0,0,0,0
0,3,26,0,0,0,-1,-1,-1,1
0,2,57,2,0,0,0,0,0,1
0,2,40,1,-2,-1,-1,-1,-1,0
0,2,45,-1,-1,-2,-2,-2,-2,0
1,3,57,0,0,0,0,0,0,0
0,4,25,0,0,0,0,0,0,0
0,2,37,-2,-2,-2,-2,-2,-2,0
0,3,35,-1,0,0,0,0,0,0
1,4,33,-2,-2,-2,-2,-2,-2,0
1,3,38,0,0,0,0,0,2,0
1,4,31,0,0,0,-1,-1,-1,0
0,3,41,-1,-1,-1,-1,-1,-1,0
1,3,33,1,-1,-1,0,-1,-1,0
0,4,67,2,2,0,0,2,2,1
0,3,40,-1,-1,-1,0,0,-1,0
1,3,33,-1,-1,-1,-1,-1,-1,0
0,3,31,-1,2,-1,-1,-1,-1,1
0,4,35,0,0,0,0,0,0,0
0,4,39,1,-2,-2,-2,-2,-2,0
1,4,27,1,2,0,0,2,2,1
1,3,23,0,0,0,0,0,0,0
1,2,54,0,0,0,0,0,0,1
0,2,23,0,0,0,0,0,0,0
1,2,24,-1,-1,-1,-1,0,0,0
1,4,26,-1,-1,-2,-2,-2,-2,0
0,4,52,2,-1,2,0,-1,-1,1
0,4,42,0,0,0,0,0,0,0
0,3,36,0,0,0,0,0,0,0
0,3,22,2,2,2,2,2,2,1
0,3,23,0,0,0,0,0,0,0
1,2,30,0,0,0,0,2,0,1
0,2,24,1,2,2,2,0,0,1
0,3,42,-2,-2,-2,-2,-2,-2,0
1,4,49,0,0,0,2,0,0,0
1,4,31,2,2,3,3,2,-1,0
0,2,33,0,-1,-1,-1,0,0,0
1,3,42,0,0,-1,-1,-1,-1,0
1,2,41,0,0,0,0,0,0,0
1,4,53,2,2,-2,-2,-2,-1,0
1,4,23,0,0,0,0,0,0,0
0,3,33,1,2,0,0,0,0,0
0,4,29,0,0,0,0,0,0,0
0,2,67,0,0,0,0,0,-1,0
1,2,33,2,0,0,0,0,-2,1
0,2,34,0,0,0,2,0,0,1
1,4,49,0,0,0,0,0,0,0
0,4,56,0,0,0,0,0,0,1
1,3,42,0,0,0,0,0,0,0
0,2,55,2,0,0,0,0,0,1
0,4,25,0,0,0,0,0,0,0
1,2,30,0,0,0,0,0,0,0
1,4,43,-1,-1,-1,-1,-1,-1,1
1,3,40,-1,-1,-1,-1,-1,-1,0
0,3,35,0,0,2,2,0,0,0
1,3,61,-1,-1,-1,-1,-1,-1,0
0,4,44,-1,-1,-1,-1,-1,-1,1
1,3,33,-1,-1,-1,-1,-1,-1,0
1,1,66,-1,-1,-1,-1,-1,-1,0
0,4,40,1,-1,-1,-1,-1,-2,0
1,2,47,0,0,0,0,0,0,0
1,3,27,0,0,0,0,0,0,0
1,3,35,-1,0,-1,-1,-1,0,0
0,2,47,-1,-1,-1,-1,-1,-1,0
0,2,39,1,-1,-1,-1,-2,-1,0
0,4,29,0,0,0,0,0,0,0
1,4,32,1,2,2,2,2,2,0
0,3,30,2,2,2,2,2,2,0
0,3,25,1,2,2,2,2,2,1
0,4,23,-1,0,0,0,0,0,0
0,4,43,0,0,2,0,0,0,0
0,4,41,0,0,0,0,0,0,1
0,4,40,1,-1,-1,-2,-2,-2,0
0,2,35,0,0,0,0,0,0,0
0,3,28,0,0,0,0,-1,-1,0
0,4,38,0,0,0,0,0,0,0
1,3,31,0,0,0,0,0,0,0
1,2,29,1,2,0,0,0,0,0
1,4,41,1,-2,-2,-2,-2,-2,1
1,4,31,1,2,0,0,2,0,0
1,3,29,0,0,0,0,0,0,0
1,3,26,-1,-1,0,0,0,0,0
1,3,42,1,-2,-2,-2,-2,-1,0
1,2,29,-1,-1,-1,-1,-2,-2,0
1,3,50,0,0,0,0,0,0,0
0,2,46,1,2,0,0,-1,-1,1
0,4,24,0,0,2,2,2,0,1
0,4,46,0,0,2,2,2,0,0
0,2,28,-2,-1,-1,-1,-1,-1,0
0,4,35,1,2,2,3,2,0,1
0,3,40,-1,-1,-2,-2,-2,-2,0
0,3,41,-2,-2,-2,-2,-2,-2,0
0,4,47,-1,-1,-1,-1,-1,-1,0
1,4,54,0,0,0,0,0,0,1
0,4,33,1,2,0,0,0,0,0
1,4,29,1,2,2,2,0,0,0
0,2,44,-1,-1,-1,-1,-1,-1,0
0,4,24,0,0,0,0,0,0,0
1,3,33,0,0,0,0,0,0,0
1,2,54,0,0,0,0,0,0,0
1,3,27,-2,-2,-2,-2,-1,-1,0
0,4,37,0,0,0,0,0,0,1
1,3,24,1,2,0,0,0,-2,0
0,2,54,1,-2,-2,-2,-2,-2,1
0,4,34,1,-1,-1,-1,-1,-1,0
0,4,40,2,0,0,0,0,0,1
1,4,30,1,2,4,3,2,2,1
1,4,26,0,0,0,0,0,0,0
0,4,41,0,0,0,0,0,-1,0
0,4,29,-2,-1,0,0,0,0,0
1,3,38,-1,-1,-2,-2,-2,-2,0
0,3,35,-1,-1,-1,-1,0,-1,0
0,4,52,-1,-1,-2,-2,-2,-2,0
0,3,29,1,-2,-2,-2,-2,-2,0
0,4,23,0,0,0,2,2,2,1
0,4,34,0,0,0,0,0,0,1
0,4,34,1,-1,-1,-1,-1,-1,0
1,3,44,3,3,4,4,4,4,0
0,4,36,2,2,2,0,0,2,0
1,4,28,1,2,2,2,0,0,0
0,4,31,0,0,0,0,2,0,0
1,4,31,-1,-1,-1,0,0,-1,0
1,4,41,0,0,0,0,0,0,0
0,2,44,0,0,0,0,0,2,0
0,2,47,0,0,0,0,0,0,0
1,4,25,0,0,0,-2,-1,0,0
0,3,25,0,0,2,0,0,2,0
0,3,39,-1,0,-1,0,0,0,0
0,4,24,-1,-1,-2,-2,-1,-1,0
0,4,35,2,0,0,2,2,0,1
1,4,32,2,2,2,0,0,0,1
0,3,31,2,2,7,7,7,7,1
1,3,33,1,2,0,0,-1,-1,0
0,3,30,1,2,0,0,0,0,0
1,4,52,-1,2,0,0,0,0,0
0,4,36,-1,-1,-1,0,-1,-1,0
1,3,30,1,2,2,0,0,0,0
0,4,42,2,2,2,2,2,2,1
0,3,30,-1,0,-1,0,-1,-1,0
1,2,47,1,2,0,0,0,2,0
0,4,29,-1,-1,-1,-1,-1,-1,0
0,3,23,-1,-1,-1,0,-1,0,0
1,2,39,1,-2,-2,-2,-2,-2,0
0,4,48,-1,-1,-1,0,0,-1,0
1,4,26,1,2,2,2,0,0,0
1,3,33,0,0,0,0,-2,-2,0
0,4,44,-2,-2,-2,-2,-2,-2,0
0,4,36,0,0,0,-2,-1,0,0
0,4,39,0,0,0,0,0,-1,0
1,4,24,-1,-1,-1,-1,-1,-1,0
0,4,25,2,0,0,-1,-1,0,0
1,3,52,0,0,0,0,0,0,0
0,2,59,0,0,0,0,0,0,0
0,3,23,-1,-1,0,0,-1,-1,0
0,2,48,0,0,0,0,0,0,0
0,3,28,0,0,2,0,0,0,1
1,2,62,-1,-1,-1,-1,-1,-1,0
0,2,38,-1,-1,-1,-1,-1,-1,0
0,3,32,-1,-1,-1,-1,-1,-1,0
0,4,29,0,0,0,0,0,0,1
1,4,25,2,2,2,0,0,0,1
0,4,35,0,0,0,0,0,0,0
0,4,27,0,0,0,0,0,0,0
1,4,38,0,0,0,0,0,0,0
1,4,24,0,0,0,0,0,0,0
1,4,29,-1,-1,-2,-2,-2,-2,0
0,3,27,2,0,0,0,0,0,0
0,4,55,2,2,0,0,0,0,1
0,3,29,0,0,0,0,0,0,0
1,3,29,0,0,0,0,0,0,0
1,4,23,0,0,0,0,0,-2,0
1,4,30,-1,-1,0,0,-1,-1,1
0,4,50,-1,-1,-1,-1,-2,-1,0
0,4,38,0,0,0,0,0,0,0
0,3,24,0,0,0,0,0,0,0
0,3,29,0,0,0,0,0,-2,0
1,3,38,-2,-2,-2,-2,-2,-2,0
0,4,34,-1,-1,-1,-1,-1,-1,1
1,3,37,0,0,0,0,0,0,0
0,2,66,0,0,0,0,0,0,0
0,3,39,-2,-2,-2,-2,-2,-2,0
0,4,45,0,0,0,0,0,0,0
1,4,44,-1,2,0,0,0,0,0
0,2,44,0,0,0,0,0,0,1
1,3,36,-2,-1,-1,-1,-2,-2,0
0,2,40,0,0,0,0,0,0,0
1,3,29,0,0,0,0,0,0,0
0,3,48,0,0,0,0,0,0,0
0,4,23,2,2,-2,-2,-1,-1,0
0,4,50,0,0,0,0,0,0,0
0,4,29,0,0,0,0,0,0,1
0,2,49,2,2,2,2,2,2,1
1,4,33,0,0,2,-1,-1,0,0
0,4,51,0,0,0,0,0,0,1
1,2,23,-1,-1,0,0,0,0,1
0,3,37,0,0,0,0,0,0,0
0,2,26,-1,-1,-1,-1,-1,-1,0
0,3,30,-1,-1,-1,-1,-1,-1,1
0,2,26,0,0,0,0,0,0,0
1,3,43,-1,-1,-2,-2,-2,-2,0
1,3,32,0,0,0,0,0,0,0
1,2,54,-2,-2,-2,-2,-2,-1,0
0,3,30,0,0,0,0,0,0,0
0,3,22,0,0,0,0,0,0,0
1,4,38,0,0,0,0,0,0,0
0,4,24,0,0,-1,-1,0,0,0
0,3,24,-1,-1,-1,0,0,0,0
1,3,26,-1,-1,-2,-1,-1,-2,0
0,4,42,-1,-1,-1,-1,-1,-1,1
1,4,21,0,0,-1,0,0,-2,0
1,2,22,0,0,0,-2,-2,-2,1
0,2,41,-1,-1,-2,-1,-1,-1,0
0,4,50,-2,-1,-1,-1,-1,-1,0
0,4,23,0,0,0,0,0,0,1
1,2,46,0,0,0,0,0,0,0
0,4,22,0,0,0,0,0,0,1
1,3,37,0,0,0,0,0,0,0
1,3,47,0,0,2,2,2,2,0
0,4,40,-1,-1,-1,0,-1,-1,0
0,3,30,0,0,0,0,0,0,0
1,4,54,0,0,0,0,0,0,1
1,4,27,2,2,0,0,0,0,1
1,3,33,-1,-1,-1,-1,-1,-1,0
1,4,57,0,0,0,0,0,0,1
0,4,35,-1,-1,-1,-1,-1,0,0
1,3,45,-1,-1,-1,-1,-1,-2,0
0,2,32,2,2,0,0,0,-1,0
0,4,45,-2,-2,-2,-2,-2,-2,0
0,2,50,2,2,2,-1,0,0,1
1,2,35,0,0,0,0,0,0,0
1,3,26,-1,-1,-1,-1,-1,0,0
1,3,39,2,2,2,2,4,3,1
0,4,35,-1,-1,-1,-2,-2,-2,0
0,2,42,0,0,0,0,0,0,0
0,3,52,2,2,7,7,7,7,1
1,4,35,0,0,0,-1,-1,-1,0
0,3,29,0,0,-1,0,0,-2,1
0,3,22,0,0,0,0,0,0,0
1,4,30,0,0,0,0,0,0,0
1,3,46,0,0,0,0,0,0,0
1,2,28,1,2,0,0,0,0,0
1,3,26,-2,-2,-2,-2,-2,-2,0
0,3,28,-1,-1,-1,-1,-1,0,0
1,3,33,-1,-1,-1,-1,-1,-1,0
